,CID
0,9873
1,9874
2,9875
3,9876
4,9877
5,10199
6,10200
7,10201
8,10202
9,10203
10,10204
11,10205
12,10603
13,10604
14,10609
15,10611
16,10618
17,10619
18,11336
19,12432
20,12433
21,12434
22,12435
23,12436
24,12527
25,12533
26,12545
27,12546
28,12549
29,12550
30,12560
31,12561
32,16637
33,16638
34,17102
35,17103
36,17104
37,17105
38,17554
39,17580
40,17682
41,17683
42,18705
43,19555
44,19556
45,19557
46,19558
47,19559
48,19563
49,19639
50,19708
51,24138
52,24140
53,24150
54,24151
55,24152
56,24349
57,24350
58,24351
59,24352
60,24353
61,24355
62,24356
63,24445
64,24446
65,24447
66,24448
67,25305
68,25306
69,25496
70,26294
71,26295
72,26296
73,26297
74,26298
75,26299
76,26300
77,26301
78,26377
79,26379
80,26381
81,26382
82,26383
83,26387
84,26388
85,26437
86,26485
87,26486
88,26487
89,30512
90,30513
91,30514
92,30515
93,30516
94,30517
95,31728
96,31739
97,31740
98,31741
99,31742
100,31743
101,31746
102,31748
103,31749
104,31750
105,31751
106,31752
107,31753
108,31754
109,31802
110,31803
111,31804
112,33520
113,33521
114,33523
115,33524
116,33525
117,33536
118,33665
119,33694
120,33695
121,33696
122,33697
123,33698
124,33699
125,33700
126,33701
127,33702
128,39079
129,39080
130,39081
131,39082
132,39223
133,39224
134,39225
135,39226
136,39227
137,39231
138,39232
139,39233
140,39234
141,39235
142,39236
143,39238
144,39239
145,39241
146,39242
147,39264
148,39888
149,39889
150,39915
151,39916
152,39917
153,39918
154,40101
155,40940
156,40941
157,40956
158,40957
159,40958
160,40959
161,40960
162,40961
163,45178
164,45179
165,45194
166,45195
167,45196
168,45197
169,45198
170,45199
171,45200
172,45201
173,46027
174,46028
175,46029
176,46030
177,46732
178,46736
179,46741
180,46742
181,46853
182,46854
183,47031
184,47032
185,47033
186,47034
187,47035
188,47036
189,47559
190,47560
191,47561
192,47562
193,47563
194,47564
195,47565
196,47762
197,48563
198,48564
199,48565
200,48566
201,48567
202,48568
203,48569
204,48570
205,48571
206,48572
207,48634
208,48673
209,48674
210,52845
211,53144
212,53162
213,53290
214,53291
215,53292
216,53293
217,53294
218,53295
219,53697
220,53698
221,53699
222,53700
223,53701
224,53702
225,53703
226,53704
227,53971
228,54459
229,54460
230,54461
231,55483
232,55484
233,55485
234,55489
235,55490
236,55491
237,55492
238,55550
239,55576
240,55597
241,55621
242,58896
243,58897
244,59602
245,59603
246,59604
247,59605
248,60092
249,60098
250,60099
251,60100
252,60101
253,60117
254,60121
255,60553
256,60854
257,61046
258,61744
259,61745
260,61746
261,61748
262,61749
263,61823
264,61847
265,61848
266,61859
267,61866
268,61891
269,61892
270,61893
