,customer,weight,round,length
0,"[87, 45, 115, 144, 22, 28, 21, 26, 37, 89]","[1, 1, 1, 4, 1, 3, 1, 1, 1, 1]",0,2188.7233044976
1,"[24, 23, 157, 18, 172, 176, 145, 146, 111, 48]","[2, 2, 2, 1, 1, 1, 1, 1, 2, 2]",1,3451.9522878379994
2,"[52, 72, 17, 63, 129, 19, 93, 27, 114, 113]","[2, 1, 1, 1, 1, 2, 1, 1, 1, 4]",2,4124.819096190399
3,"[128, 171, 110, 135, 140, 141, 71, 25, 47]","[1, 2, 1, 3, 2, 1, 2, 2, 1]",3,4363.018876721999
4,"[142, 33, 34, 104, 101, 96, 102, 110, 134, 69, 62]","[1, 1, 1, 3, 1, 1, 1, 1, 1, 3, 1]",4,4419.825266531499
5,"[55, 50, 42, 95]","[1, 11, 2, 1]",5,3653.0600632139995
6,"[50, 143, 40, 20, 39, 35, 156, 103, 127, 109, 152, 120]","[1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1]",6,6417.4752428599995
7,"[70, 41, 139, 0, 154, 125, 126, 151, 119, 122, 68]","[1, 1, 1, 1, 2, 3, 2, 1, 1, 1, 1]",7,6092.1302428336
8,"[148, 178, 177, 181, 11, 76, 30, 29, 3, 77, 121]","[1, 2, 2, 1, 1, 1, 1, 1, 2, 2, 1]",8,7325.770923468001
9,"[179, 182, 53, 150, 149, 147]","[1, 2, 1, 1, 1, 8]",9,5005.342574273
