,CID
0,967
1,969
2,1356
3,1369
4,4519
5,4520
6,4521
7,4522
8,4523
9,4524
10,5091
11,5093
12,5094
13,5109
14,5113
15,5131
16,5132
17,5134
18,5507
19,5508
20,5510
21,5511
22,5512
23,5513
24,5713
25,5714
26,5715
27,5719
28,6028
29,6038
30,6040
31,6041
32,6042
33,6043
34,6190
35,6192
36,6193
37,6194
38,6195
39,6196
40,6211
41,6212
42,6213
43,6214
44,6215
45,6216
46,6436
47,6439
48,6541
49,6543
50,6544
51,6545
52,11830
53,11838
54,11884
55,11885
56,18952
57,25768
58,25769
59,25770
60,25771
61,25814
62,25818
63,25819
64,25820
65,25821
66,25822
67,25824
68,25825
69,25826
70,25827
71,25828
72,25829
73,25830
74,32922
75,32924
76,32925
77,32926
78,32927
79,32928
80,32929
81,32930
82,32931
83,32932
84,32935
85,32936
86,40345
87,40348
88,40349
89,40350
90,40351
91,40352
92,40878
93,46464
94,46465
95,46466
96,46467
97,46468
98,46470
99,48028
100,48029
101,48031
102,48032
103,48033
104,48034
105,48035
106,48036
107,54876
108,54877
109,54883
110,54884
111,54885
112,54886
113,54887
114,54888
115,54913
116,54914
117,54915
118,54916
119,61274
120,61314
121,61315
122,61316
123,61317
124,61318
125,61319
126,61320
127,61321
128,61322
129,61323
130,61755
