,BID
0,27669
1,27739
2,27892
3,27986
4,28041
5,28096
6,28147
7,28157
8,28164
9,28177
10,28190
11,28202
12,28209
13,28241
14,28245
15,28252
16,28266
17,28285
18,28316
19,28317
20,28327
21,28336
22,28345
23,28362
24,28384
25,28390
26,28425
27,28441
28,28445
29,28476
30,28485
31,28511
32,28528
33,28534
34,28546
35,28550
36,28555
37,28579
38,28614
39,28620
40,28630
41,28642
42,28662
43,28664
44,28667
45,28671
46,28681
47,28683
48,28691
49,28693
50,28699
51,28702
52,28740
53,28744
54,28772
55,28777
56,28779
57,28796
58,28810
59,28819
60,28824
61,28838
62,28856
63,28857
64,28872
65,28894
66,28900
67,28905
68,28916
69,28929
70,28936
71,28941
72,28951
73,28954
74,28960
75,28961
76,28965
77,28966
78,28974
79,28976
80,28980
81,28988
82,29004
83,29013
84,29021
85,29046
86,29051
87,29053
88,29059
89,29073
90,29076
91,29089
92,29114
93,29119
94,29120
95,29133
96,29139
97,29143
98,29152
99,29155
100,29162
101,29177
102,29196
103,29204
104,29209
105,29252
106,29254
107,29257
108,29261
109,29269
110,29289
111,29306
112,29318
113,29352
114,29363
115,29366
116,29368
117,29370
118,29388
119,29389
120,29403
121,29416
122,29447
123,29452
124,29454
125,29482
126,29484
127,29493
128,29513
129,29521
130,29537
131,29542
132,29549
133,29550
134,29562
135,29583
136,29642
137,29644
138,29657
139,29663
140,29670
141,29672
142,29676
143,29705
144,29740
145,29756
146,29779
147,29814
148,29834
149,29870
150,29886
151,29902
152,29908
153,29930
154,29946
155,30005
156,30015
157,30045
158,30077
159,30153
160,30164
161,30201
162,30392
