,CID
0,1899
1,1900
2,1901
3,3008
4,3009
5,6861
6,7396
7,8068
8,8229
9,8230
10,9981
11,10530
12,10531
13,10532
14,16870
15,16871
16,16872
17,16873
18,17461
19,17462
20,17463
21,17464
22,24211
23,24212
24,24216
25,30599
26,30600
27,30601
28,30602
29,30603
30,30604
31,30605
32,30606
33,30607
34,30608
35,31525
36,31541
37,31653
38,31654
39,31655
40,31656
41,31657
42,31659
43,31660
44,31661
45,31664
46,31665
47,39142
48,45696
49,45797
50,45798
51,46544
52,46545
53,46546
54,46547
55,46548
56,48170
57,48171
58,48172
59,52974
60,53591
61,53596
62,53600
63,53601
64,53603
65,59869
66,59870
67,59871
68,59872
69,59873
70,59874
71,59875
72,59876
73,59877
74,59890
75,60001
76,60002
