,CID
0,5749
1,5750
2,8366
3,8908
4,8909
5,8910
6,8911
7,10325
8,10326
9,10327
10,10328
11,10329
12,10330
13,10449
14,10450
15,10612
16,10613
17,10614
18,10615
19,10616
20,11190
21,11191
22,16355
23,16359
24,16360
25,16361
26,16362
27,16363
28,16364
29,16365
30,16366
31,16367
32,16368
33,16369
34,16370
35,17198
36,17199
37,17200
38,17201
39,17564
40,18352
41,23993
42,23994
43,23995
44,23996
45,23997
46,24358
47,24359
48,24360
49,24361
50,24362
51,24363
52,25030
53,25219
54,25234
55,25235
56,25236
57,25237
58,25490
59,26085
60,31029
61,31030
62,31031
63,31032
64,31033
65,31034
66,31035
67,31036
68,31037
69,31038
70,31039
71,31040
72,31041
73,31042
74,31043
75,31044
76,31045
77,31048
78,31755
79,32417
80,32434
81,32435
82,32564
83,37891
84,37892
85,37893
86,37894
87,37895
88,37896
89,37897
90,37898
91,37899
92,37900
93,37901
94,37902
95,37903
96,37904
97,38735
98,38736
99,38737
100,38738
101,38739
102,38740
103,38741
104,38742
105,38743
106,39024
107,39025
108,39026
109,39037
110,39244
111,39245
112,39246
113,39247
114,39248
115,39249
116,39250
117,39251
118,39252
119,39253
120,39254
121,39255
122,39256
123,39257
124,39259
125,39260
126,39261
127,39262
128,39263
129,39281
130,39282
131,46104
132,46106
133,46107
134,46108
135,46109
136,46110
137,46111
138,46112
139,46113
140,46208
141,46209
142,46210
143,46211
144,46212
145,46213
146,46214
147,46215
148,46216
149,46217
150,46218
151,46219
152,46220
153,46221
154,46734
155,46735
156,47510
157,47511
158,47512
159,47513
160,47514
161,47515
162,47516
163,47517
164,53705
165,53706
166,53707
167,53708
168,53709
169,53710
170,53711
171,53712
172,53713
173,53714
174,54017
175,54273
176,54274
177,59701
178,59702
179,59703
180,59704
181,59705
182,59706
183,59707
184,59708
185,60105
186,60106
187,60107
188,60108
189,60825
190,60826
191,61598
192,61751
