,BID
0,11947
1,11959
2,11973
3,11998
4,12035
5,12051
6,12058
7,12060
8,12085
9,12092
10,12114
11,12125
12,12136
13,12138
14,12140
15,12153
16,12175
17,12185
18,12189
19,12219
20,12220
21,12227
22,12228
23,12233
24,12234
25,12261
26,12269
27,12293
28,12304
29,12322
30,12323
31,12331
32,12337
33,12344
34,12346
35,12361
36,12362
37,12370
38,12389
39,12401
40,12406
41,12409
42,12416
43,12417
44,12436
45,12453
46,12456
47,12472
48,12500
49,12504
50,12525
51,12537
52,12538
53,12584
54,12595
55,12600
56,12601
57,12605
58,12642
59,12662
60,12669
61,12672
62,12680
63,12689
64,12690
65,12695
66,12711
67,12727
68,12731
69,12732
70,12745
71,12762
72,12766
73,12767
74,12778
75,12784
76,12795
77,12800
78,12803
79,12823
80,12826
81,12844
82,12850
83,12853
84,12858
85,12861
86,12887
87,12901
88,12903
89,12908
90,12947
91,12949
92,12952
93,12955
94,12965
95,12966
96,12980
97,12987
98,12988
99,12996
100,13020
101,13038
102,13048
103,13074
104,13079
105,13133
106,13136
107,13152
108,13163
109,13176
110,13183
111,13189
112,13192
113,13197
114,13214
115,13221
116,13227
117,13288
118,13293
119,13310
120,13322
121,13342
122,13352
123,13360
124,13362
125,13396
126,13398
127,13440
128,13446
129,13531
130,13537
131,13613
132,13641
133,13669
134,13678
135,13703
136,13706
137,13763
138,13765
139,13777
140,13795
141,13799
142,13800
143,13835
144,13863
145,13864
146,13873
147,13885
148,13933
149,13938
150,14007
151,14016
152,14073
153,14091
154,14097
155,14145
