,CID
0,13584
1,13585
2,13586
3,14097
4,14098
5,14099
6,14100
7,14106
8,14155
9,14156
10,14277
11,14278
12,14279
13,14323
14,14376
15,14385
16,14502
17,20684
18,20685
19,20992
20,20999
21,21000
22,21003
23,21005
24,21006
25,21007
26,21008
27,21009
28,21010
29,21011
30,21012
31,21013
32,21215
33,21231
34,21370
35,21379
36,21394
37,27903
38,27905
39,27906
40,27909
41,27911
42,27912
43,27914
44,27915
45,27916
46,27921
47,27931
48,27932
49,27933
50,27934
51,27936
52,27938
53,28151
54,35032
55,35033
56,35345
57,35346
58,35347
59,35348
60,35349
61,35350
62,35351
63,35352
64,35353
65,35562
66,35815
67,35865
68,42046
69,42047
70,42048
71,42049
72,42050
73,42051
74,42053
75,42328
76,42331
77,42347
78,42348
79,42349
80,42350
81,42353
82,42356
83,42357
84,42358
85,42360
86,42361
87,42362
88,42364
89,42365
90,42366
91,42367
92,42368
93,42369
94,42370
95,42372
96,42373
97,42412
98,42547
99,42615
100,42616
101,42651
102,42685
103,42831
104,42832
105,42841
106,42853
107,49800
108,49801
109,49802
110,49803
111,49804
112,50025
113,50026
114,50027
115,50028
116,50029
117,50030
118,50031
119,50032
120,50033
121,50034
122,50038
123,50039
124,50040
125,50041
126,50042
127,50043
128,50044
129,50045
130,50046
131,50047
132,50048
133,50049
134,50050
135,50051
136,50052
137,50053
138,50054
139,50055
140,50056
141,50057
142,50058
143,50062
144,50063
145,50064
146,50065
147,50066
148,50076
149,50307
150,50424
151,50471
152,50600
153,50608
154,50609
155,56657
156,56658
157,56659
158,56660
159,56661
160,56662
161,56663
162,56664
163,56665
164,57118
165,57119
166,57131
167,57277
168,57318
169,62923
170,62924
171,62925
172,62926
173,62927
174,63064
175,63065
176,63066
177,63067
178,63068
179,63069
180,63237
181,63240
182,63241
183,63244
184,63245
185,63246
186,63248
187,63299
188,63300
189,63301
190,63302
191,63303
192,63304
193,63305
194,63418
195,63419
196,63420
197,63546
198,63716
199,63717
200,63723
201,63724
