,BID
0,16890
1,16923
2,16980
3,17031
4,17141
5,17150
6,17168
7,17194
8,17211
9,17213
10,17230
11,17258
12,17265
13,17291
14,17302
15,17310
16,17323
17,17325
18,17339
19,17356
20,17364
21,17371
22,17389
23,17393
24,17416
25,17424
26,17442
27,17452
28,17455
29,17459
30,17460
31,17483
32,17512
33,17515
34,17527
35,17586
36,17595
37,17598
38,17609
39,17610
40,17617
41,17678
42,17708
43,17724
44,17753
45,17764
46,17777
47,17822
48,17829
49,17847
50,17898
51,17932
52,17980
53,18020
54,18031
55,18049
56,18066
57,18070
58,18071
59,18072
60,18081
61,18088
62,18109
63,18130
64,18136
65,18139
66,18147
67,18152
68,18153
69,18154
70,18164
71,18166
72,18167
73,18179
74,18180
75,18184
76,18189
77,18193
78,18203
79,18213
80,18234
81,18236
82,18237
83,18238
84,18242
85,18270
86,18287
87,18299
88,18307
89,18315
90,18325
91,18327
92,18332
93,18336
94,18355
95,18380
96,18386
97,18405
98,18416
99,18422
100,18454
101,18460
102,18461
103,18483
104,18525
105,18528
106,18533
107,18596
108,18600
109,18627
110,18635
111,18643
112,18647
113,18675
114,18689
115,18697
116,18734
117,18815
118,18825
119,18826
120,18845
121,18868
122,18887
123,18888
124,18932
125,18934
126,18979
127,18992
128,19000
129,19053
130,19060
131,19144
132,19151
133,19154
134,19170
135,19181
136,19183
137,19191
138,19197
139,19243
140,19278
141,19315
142,19330
143,19338
144,19349
145,19382
146,19406
147,19436
148,19440
149,19456
150,19496
151,19526
152,19527
153,19548
154,19549
155,19628
156,19629
157,19666
158,19689
159,19777
160,19792
161,19818
162,19848
163,19851
164,19870
165,19915
166,19979
167,19986
168,20020
169,20044
170,20086
171,20111
172,20129
173,20135
174,20154
175,20167
176,20183
177,20199
178,20201
179,20212
180,20228
181,20241
182,20275
183,20278
184,20288
185,20292
186,20375
187,20398
188,20507
189,20510
190,20518
191,20659
