,CID
0,235
1,3691
2,5793
3,5794
4,5795
5,5796
6,10536
7,10537
8,10538
9,10540
10,10541
11,10542
12,10543
13,10544
14,11474
15,11620
16,11621
17,11622
18,11623
19,11624
20,11625
21,11649
22,11650
23,12256
24,15793
25,15794
26,15795
27,18490
28,18545
29,18559
30,18560
31,18686
32,18689
33,25353
34,25354
35,25361
36,25362
37,25363
38,25451
39,25460
40,25461
41,25499
42,25500
43,26393
44,30982
45,30983
46,30984
47,30992
48,32520
49,32521
50,32522
51,32523
52,32524
53,32525
54,32527
55,32581
56,32668
57,32669
58,39586
59,39588
60,40081
61,40560
62,40947
63,45279
64,45280
65,45281
66,45282
67,47623
68,47739
69,47740
70,47741
71,54650
72,54695
73,54696
74,55112
75,55113
76,55114
77,55115
78,55116
79,55117
80,60427
81,60428
82,60429
83,60430
84,60431
85,60432
86,60433
87,60434
88,61030
89,61031
90,61032
91,61033
92,61051
93,61052
94,61057
95,61058
96,61060
97,61061
98,61650
