,CID
0,9499
1,9500
2,9501
3,9502
4,9503
5,9504
6,9505
7,9506
8,9507
9,9508
10,9510
11,9511
12,9512
13,9513
14,9514
15,9516
16,9518
17,9519
18,9520
19,9521
20,9522
21,9523
22,9524
23,10472
24,10474
25,10475
26,10476
27,10477
28,10478
29,10479
30,10483
31,10533
32,10534
33,16132
34,16133
35,16134
36,16135
37,16136
38,16145
39,17431
40,17438
41,23083
42,23084
43,23085
44,23086
45,23087
46,23088
47,23089
48,24158
49,24159
50,24160
51,24162
52,24163
53,24164
54,24165
55,24166
56,24167
57,24168
58,24169
59,24170
60,24171
61,24175
62,24176
63,24177
64,24178
65,24179
66,30136
67,30137
68,30138
69,30140
70,30142
71,30143
72,30144
73,30145
74,30152
75,30153
76,30154
77,30155
78,31640
79,37699
80,37700
81,37705
82,37706
83,37707
84,37708
85,37709
86,37710
87,37711
88,37712
89,37713
90,37714
91,37715
92,37724
93,37725
94,37726
95,37727
96,37728
97,37729
98,37730
99,37731
100,39084
101,39085
102,39089
103,39090
104,39091
105,39094
106,39095
107,39099
108,40678
109,40679
110,45012
111,45013
112,45014
113,45035
114,46485
115,46486
116,46487
117,52419
118,52420
119,58982
120,58983
121,58984
122,58987
123,59976
124,59978
125,59979
126,60004
