,BID
0,16239
1,16250
2,16254
3,16276
4,16279
5,16280
6,16284
7,16291
8,16293
9,16309
10,16311
11,16314
12,16318
13,16352
14,16354
15,16360
16,16363
17,16371
18,16376
19,16377
20,16390
21,16397
22,16415
23,16421
24,16422
25,16428
26,16432
27,16471
28,16477
29,16508
30,16541
31,16548
32,16588
33,16606
34,16612
35,16615
36,16637
37,16667
38,16670
39,16681
40,16693
41,16715
42,16729
43,16737
44,16740
45,16747
46,16749
47,16779
48,16783
49,16784
50,16805
51,16839
52,16851
53,16855
54,16858
55,16861
56,16864
57,16865
58,16876
59,16884
60,16889
61,16898
62,16899
63,16906
64,16918
65,16920
66,16934
67,16936
68,16942
69,16946
70,16959
71,16960
72,16964
73,16974
74,16977
75,16982
76,16992
77,16997
78,17008
79,17017
80,17020
81,17030
82,17034
83,17037
84,17057
85,17061
86,17075
87,17090
88,17094
89,17120
90,17125
91,17130
92,17140
93,17147
94,17155
95,17158
96,17170
97,17181
98,17183
99,17189
100,17192
101,17193
102,17197
103,17202
104,17208
105,17224
106,17241
107,17248
108,17253
109,17262
110,17266
111,17277
112,17282
113,17299
114,17301
115,17318
116,17331
117,17332
118,17335
119,17346
120,17350
121,17357
122,17362
123,17374
124,17377
125,17384
126,17387
127,17400
128,17407
129,17422
130,17431
131,17438
132,17441
133,17444
134,17454
135,17463
136,17464
137,17478
138,17499
139,17507
140,17518
141,17521
142,17526
143,17534
144,17537
145,17554
146,17566
147,17597
148,17600
149,17612
150,17636
151,17640
152,17645
153,17650
154,17672
155,17680
156,17686
157,17720
158,17726
159,17736
160,17750
161,17758
162,17760
163,17790
164,17831
165,17900
166,17947
167,17951
168,18005
169,18018
170,18273
