,CID
0,6752
1,6753
2,6754
3,6755
4,6756
5,6768
6,6769
7,6770
8,6771
9,7125
10,7126
11,7127
12,7128
13,7129
14,7130
15,7131
16,7491
17,7492
18,7493
19,7729
20,7730
21,7731
22,8012
23,8013
24,8014
25,8583
26,8584
27,8585
28,8586
29,8587
30,8588
31,8589
32,9150
33,9151
34,15973
35,15984
36,15985
37,15986
38,15987
39,15988
40,16146
41,16147
42,19357
43,22920
44,22921
45,22923
46,22925
47,22926
48,22927
49,22928
50,23090
51,23091
52,29935
53,29936
54,30146
55,37425
56,37427
57,37534
58,37535
59,37536
60,37538
61,37549
62,37550
63,37551
64,37552
65,37553
66,37554
67,41002
68,41003
69,44425
70,44557
71,44558
72,44559
73,44560
74,44561
75,44562
76,44563
77,44564
78,44565
79,44566
80,44567
81,44568
82,45015
83,45016
84,51979
85,51980
86,51981
87,52422
88,52424
89,55609
90,58814
91,58815
92,58821
93,58989
94,58990
95,58991
96,58992
97,58995
98,58996
99,61877
100,61879
