,customer,weight,round,length
0,"[50, 25, 28]","[12, 2, 1]",0,2093.685931658
1,"[93, 156, 154, 125, 126, 103, 102, 96, 151, 101]","[1, 2, 2, 3, 2, 1, 1, 1, 1, 1]",0,4223.407742012001
2,"[135, 34, 104, 35, 33, 142, 141, 140, 27, 114]","[3, 1, 3, 1, 1, 1, 1, 2, 1, 1]",0,2350.5588523669
3,"[24, 71, 143, 0, 139, 41, 70, 40, 20, 39, 42]","[2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2]",0,2641.3299965499
4,"[18, 171, 134, 110, 127, 109, 95, 19, 129, 17, 111]","[1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 2]",1,3241.6212325549996
5,"[37, 176, 145, 87, 72, 52, 55, 47, 48, 115, 45, 21, 26]","[1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1]",1,3056.6176852698
6,"[89, 172, 152, 119, 77, 29, 3, 122, 121, 120, 63, 146]","[1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1]",1,5006.4857699619
7,"[144, 22, 23, 157, 113, 28]","[4, 1, 2, 2, 4, 2]",1,1715.8729109438
8,[],[],2,0.0
9,"[128, 68, 76, 11, 30, 147, 149, 148]","[1, 1, 1, 1, 1, 8, 1, 1]",2,5194.8407296410005
10,"[148, 178, 179, 181, 150, 53, 182, 177, 62, 69]","[1, 2, 1, 1, 1, 1, 2, 2, 1, 3]",2,5343.310824634
11,[],[],2,0.0
