,CID
0,816
1,15080
2,15081
3,15082
4,15083
5,15091
6,15092
7,15093
8,15094
9,15095
10,15096
11,15097
12,15098
13,15102
14,15103
15,15104
16,15105
17,15106
18,15107
19,15108
20,15109
21,15110
22,15111
23,15112
24,15115
25,15116
26,15117
27,15372
28,15477
29,15543
30,15544
31,22077
32,22079
33,22080
34,22081
35,22082
36,22083
37,22086
38,22088
39,22089
40,22092
41,22096
42,22097
43,22098
44,22102
45,22103
46,22104
47,22105
48,22106
49,22161
50,22299
51,22300
52,28928
53,28930
54,28932
55,28933
56,28935
57,28936
58,28937
59,28938
60,28939
61,28940
62,28941
63,28942
64,28943
65,28944
66,28946
67,29001
68,29003
69,29055
70,29143
71,29247
72,36604
73,36605
74,36606
75,36608
76,36609
77,36610
78,36611
79,36612
80,36625
81,36640
82,36642
83,36643
84,36644
85,36645
86,36646
87,36647
88,36648
89,36649
90,36650
91,36651
92,36652
93,36653
94,36654
95,36655
96,36656
97,36657
98,36658
99,36659
100,36660
101,36661
102,36662
103,36663
104,36664
105,36665
106,36666
107,36667
108,36668
109,36669
110,36670
111,36825
112,36826
113,36944
114,36945
115,43397
116,43398
117,43399
118,43400
119,43402
120,43405
121,43406
122,43407
123,43408
124,43409
125,43410
126,43411
127,43413
128,43416
129,43418
130,43419
131,43420
132,43421
133,43422
134,43423
135,43447
136,43449
137,43450
138,43451
139,43452
140,43453
141,43454
142,43455
143,43457
144,43458
145,43459
146,43460
147,43461
148,43462
149,43463
150,43464
151,43465
152,43889
153,44001
154,51045
155,51046
156,51050
157,51051
158,51052
159,51053
160,51054
161,51055
162,51056
163,51057
164,51058
165,51059
166,51061
167,51062
168,51063
169,51064
170,51065
171,51066
172,51067
173,51068
174,51069
175,51071
176,51072
177,51073
178,51074
179,51075
180,51076
181,51077
182,51078
183,51437
184,51495
185,51548
186,57775
187,57776
188,57795
189,57796
190,57797
191,57798
192,57799
193,57801
194,57802
195,57812
196,57814
197,57815
198,57816
199,57817
200,57818
201,57819
202,57820
203,57821
204,57822
205,58029
206,64149
207,64150
208,64151
209,64152
210,64153
211,64154
212,64155
213,64156
214,64157
215,64158
216,64207
217,64208
218,64209
219,64211
220,64212
221,64213
222,64214
223,64216
224,64219
225,64221
226,64222
227,64223
228,64226
229,64229
230,64230
231,64233
232,64234
233,64235
234,64236
235,64237
236,64238
237,64239
