,BID
0,27224
1,27270
2,27295
3,27410
4,27442
5,27467
6,27525
7,27557
8,27586
9,27606
10,27637
11,27660
12,27694
13,27697
14,27722
15,27749
16,27753
17,27782
18,27815
19,27851
20,27872
21,27882
22,27903
23,27906
24,27931
25,27950
26,27970
27,28000
28,28016
29,28030
30,28057
31,28075
32,28089
33,28118
34,28153
35,28171
36,28183
37,28195
38,28208
39,28221
40,28246
41,28262
42,28293
43,28298
44,28310
45,28318
46,28324
47,28364
48,28367
49,28386
50,28388
51,28395
52,28428
53,28435
54,28463
55,28473
56,28474
57,28502
58,28508
59,28513
60,28544
61,28560
62,28583
63,28584
64,28615
65,28624
66,28634
67,28656
68,28663
69,28665
70,28688
71,28692
72,28713
73,28734
74,28738
75,28763
76,28765
77,28793
78,28813
79,28846
80,28850
81,28876
82,28917
83,28982
84,29008
85,29012
86,29115
87,29116
88,29147
89,29166
90,29193
91,29207
92,29214
93,29221
94,29266
95,29272
96,29281
97,29299
98,29323
99,29333
100,29367
101,29419
102,29421
103,29432
104,29494
105,29503
106,29509
107,29515
108,29545
109,29552
110,29560
111,29600
112,29601
113,29607
114,29608
115,29621
116,29651
117,29659
118,29673
119,29700
120,29706
121,29734
122,29782
123,29785
124,29793
125,29837
126,29859
127,29878
128,29903
129,29915
130,29959
131,30046
132,30053
133,30064
134,30074
135,30079
136,30084
137,30108
138,30132
139,30140
140,30171
141,30175
142,30190
143,30223
144,30234
145,30243
146,30249
