,CID
0,2426
1,2427
2,2428
3,2429
4,3385
5,3388
6,3391
7,3392
8,3410
9,7622
10,9992
11,10974
12,10975
13,11568
14,11569
15,11570
16,17672
17,17673
18,17688
19,18209
20,18210
21,18528
22,18529
23,18530
24,18792
25,18794
26,18947
27,19346
28,19347
29,19564
30,24432
31,24433
32,24829
33,24830
34,24831
35,24832
36,24833
37,24834
38,24835
39,24836
40,24837
41,24838
42,26368
43,26369
44,26409
45,30407
46,30408
47,30409
48,30410
49,30411
50,30412
51,30413
52,30415
53,30416
54,30417
55,30418
56,30419
57,31888
58,32297
59,32298
60,32299
61,32653
62,32654
63,33331
64,33332
65,33333
66,33334
67,33664
68,33761
69,33823
70,38347
71,38348
72,38349
73,38350
74,38351
75,38352
76,38353
77,39365
78,39366
79,39367
80,39368
81,39369
82,39370
83,39371
84,39372
85,40052
86,40053
87,40054
88,40055
89,40056
90,40339
91,40666
92,40667
93,40668
94,40669
95,40764
96,40765
97,40916
98,41074
99,46858
100,48477
101,48675
102,48771
103,52803
104,52804
105,52805
106,52808
107,52809
108,52810
109,52986
110,52987
111,52988
112,52989
113,54618
114,54619
115,55375
116,55376
117,55377
118,55378
119,55379
120,55380
121,55381
122,55382
123,55708
124,59243
125,60520
126,60970
127,60971
128,60972
129,60973
130,60974
131,60975
132,60976
133,60978
134,60989
135,60990
136,60992
137,61499
