,BID
0,29911
1,29972
2,30038
3,30121
4,30144
5,30228
6,30256
7,30279
8,30302
9,30306
10,30307
11,30314
12,30317
13,30320
14,30331
15,30346
16,30390
17,30391
18,30403
19,30416
20,30442
21,30455
22,30464
23,30472
24,30477
25,30550
26,30589
27,30606
28,30618
29,30623
30,30629
31,30647
32,30666
33,30682
34,30683
35,30684
36,30686
37,30692
38,30697
39,30706
40,30718
41,30722
42,30740
43,30741
44,30742
45,30752
46,30753
47,30769
48,30801
49,30812
50,30819
51,30827
52,30846
53,30879
54,30899
55,30915
56,30916
57,30948
58,30974
59,30978
60,31015
61,31023
62,31032
63,31033
64,31040
65,31045
66,31050
67,31052
68,31062
69,31077
70,31092
71,31124
72,31132
73,31133
74,31135
75,31145
76,31149
77,31150
78,31183
79,31193
80,31205
81,31217
82,31237
83,31241
84,31253
85,31257
86,31263
87,31279
88,31282
89,31308
90,31311
91,31328
92,31375
93,31378
94,31386
95,31415
96,31417
97,31430
98,31466
99,31477
100,31488
101,31489
102,31499
103,31516
104,31521
105,31522
106,31541
107,31544
108,31555
109,31557
110,31581
111,31584
112,31596
113,31607
114,31622
115,31624
116,31641
117,31655
118,31667
119,31670
120,31695
121,31699
122,31701
123,31742
124,31743
125,31760
126,31765
127,31775
128,31777
129,31778
130,31803
131,31810
132,31821
133,31846
134,31869
135,31897
136,31914
137,31922
138,31928
139,31948
140,31970
141,31977
142,31996
143,31999
144,32025
145,32047
146,32065
147,32067
148,32069
149,32070
150,32081
151,32119
152,32120
153,32123
154,32130
155,32131
156,32154
157,32163
158,32175
159,32191
160,32222
161,32349
162,32350
163,32506
164,32650
