,CID
0,1756
1,1758
2,1867
3,1956
4,1957
5,1972
6,1973
7,2262
8,2839
9,4405
10,4415
11,4416
12,4417
13,4628
14,4999
15,5649
16,5650
17,5651
18,6020
19,6858
20,6859
21,6860
22,7016
23,7017
24,7640
25,7643
26,7644
27,7645
28,7646
29,7647
30,7648
31,7649
32,7650
33,7651
34,7652
35,7653
36,7654
37,7655
38,8714
39,10527
40,10688
41,10689
42,10690
43,10692
44,17642
45,17644
46,24199
47,24200
48,24201
49,24203
50,24204
51,24205
52,24206
53,24207
54,24208
55,24209
56,24210
57,24386
58,24387
59,24388
60,24389
61,24390
62,24391
63,25953
64,31849
65,38718
66,38719
67,38720
68,39337
69,39338
70,39339
71,39340
72,39341
73,39342
74,39343
75,39344
76,40531
77,46512
78,46513
79,46514
80,46515
81,46516
82,46517
83,46518
84,46796
85,46797
86,46798
87,46799
88,46800
89,46801
90,46802
91,53766
92,53767
93,53768
94,53769
95,53770
96,59994
97,59995
98,59996
99,60212
100,61438
