,CID
0,11990
1,11991
2,11992
3,11993
4,11994
5,11995
6,11996
7,11997
8,11998
9,11999
10,12000
11,13664
12,13665
13,13666
14,13667
15,13668
16,13669
17,13670
18,13671
19,13672
20,13673
21,13675
22,14064
23,14065
24,14096
25,14132
26,14139
27,14184
28,14185
29,14186
30,14187
31,14190
32,14191
33,14192
34,14193
35,14195
36,14208
37,14215
38,14216
39,14289
40,14371
41,21001
42,21047
43,21051
44,21052
45,21053
46,21064
47,21065
48,27940
49,28030
50,28031
51,28032
52,28033
53,28034
54,28035
55,28036
56,28037
57,28038
58,35295
59,35296
60,35488
61,35489
62,35490
63,35491
64,35492
65,35493
66,35494
67,35495
68,35496
69,35497
70,35498
71,35499
72,35500
73,35507
74,35508
75,35509
76,35510
77,35511
78,35512
79,35513
80,35514
81,35515
82,35516
83,35517
84,35518
85,35519
86,35565
87,35795
88,42318
89,42320
90,42374
91,42375
92,42376
93,42377
94,42378
95,42379
96,42380
97,42381
98,42382
99,42383
100,42384
101,42385
102,42386
103,42448
104,42449
105,42450
106,42451
107,42452
108,42459
109,42460
110,42461
111,42462
112,42463
113,42692
114,49987
115,49988
116,50109
117,50111
118,50112
119,50113
120,50114
121,50115
122,50116
123,50117
124,50118
125,50119
126,50120
127,50121
128,50122
129,50127
130,50128
131,50129
132,50130
133,50131
134,50141
135,50142
136,50143
137,50144
138,50145
139,50146
140,50147
141,50148
142,50149
143,56643
144,56644
145,56646
146,56878
147,56879
148,56891
149,56892
150,56893
151,56894
152,56952
153,56953
154,56954
155,56955
156,56956
157,56960
158,56961
159,56985
160,56986
161,56987
162,56988
163,56989
164,56990
165,56991
166,56998
167,57003
168,57057
169,63352
170,63353
171,63354
172,63355
173,63356
174,63357
175,63358
176,63359
177,63360
178,63361
179,63362
180,63365
181,63366
182,63395
183,63396
184,63397
185,63398
186,63692
