,customer,weight,round,length
0,"[96, 30, 95, 69, 68, 20, 67, 19, 16, 4, 91, 77, 29, 57, 63, 41, 75, 15, 76, 44, 3, 33, 65, 104, 13, 14, 40, 36, 9, 79, 10, 102, 100, 73, 27, 82, 80, 22, 23, 24, 25]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 4, 6, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,10295.688119134995
