,customer,weight,round,length
0,"[93, 104, 102, 101, 96, 110, 134, 171, 19, 18]","[1, 3, 1, 1, 1, 2, 1, 2, 2, 1]",0,2954.4488767509997
1,"[26, 21, 144, 45, 115, 48, 47, 52, 72, 87]","[1, 1, 4, 1, 1, 2, 1, 2, 1, 1]",0,2351.8877932627997
2,"[157, 113, 71, 25, 24, 23, 22]","[2, 4, 2, 2, 2, 2, 1]",0,1933.7101039138
3,"[111, 17, 129, 128, 62, 63, 69, 146, 145, 176, 37, 89]","[2, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1]",0,3101.4191034199002
4,"[28, 114, 27, 140, 141, 142, 33, 34, 135, 172]","[3, 1, 1, 2, 1, 1, 1, 1, 3, 1]",0,2019.6830669924
5,"[109, 77, 147, 76, 11, 30, 68]","[1, 2, 8, 1, 1, 1, 1]",1,5549.757802857
6,"[35, 154, 156, 127, 95, 151, 152, 119, 122, 121, 120]","[1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1]",1,4782.7696645908
7,"[55, 50, 143]","[1, 12, 2]",1,2503.699558743
8,"[103, 126, 125, 0, 139, 41, 70, 40, 20, 39, 42]","[1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 2]",1,3499.7299166309003
9,"[148, 178, 177, 182, 53, 150, 181, 179, 149, 29, 3]","[1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 2]",1,6228.619032463999
