,BID
0,41351
1,41383
2,41410
3,41424
4,41486
5,41493
6,41542
7,41545
8,41585
9,41612
10,41623
11,41629
12,41630
13,41644
14,41645
15,41659
16,41660
17,41661
18,41662
19,41665
20,41673
21,41674
22,41680
23,41681
24,41687
25,41688
26,41692
27,41712
28,41721
29,41726
30,41733
31,41746
32,41752
33,41763
34,41766
35,41786
36,41788
37,41824
38,41825
39,41832
40,41839
41,41843
42,41852
43,41856
44,41866
45,41868
46,41870
47,41882
48,41898
49,41903
50,41907
51,41921
52,41931
53,41933
54,41958
55,41969
56,41981
57,41997
58,42012
59,42021
60,42026
61,42041
62,42058
63,42066
64,42069
65,42086
66,42108
67,42112
68,42119
69,42120
70,42137
71,42142
72,42144
73,42160
74,42164
75,42184
76,42194
77,42208
78,42215
79,42239
80,42241
81,42252
82,42262
83,42272
84,42291
85,42293
86,42303
87,42307
88,42309
89,42311
90,42316
91,42334
92,42337
93,42338
94,42339
95,42358
96,42366
97,42375
98,42380
99,42382
100,42384
101,42398
102,42400
103,42407
104,42422
105,42434
106,42435
107,42458
108,42467
109,42481
110,42483
111,42486
112,42503
113,42512
114,42513
115,42561
116,42602
117,42616
118,42620
119,42627
120,42668
