,customer,weight,round,length
0,[0],[15],0,528.598239316
1,[0],[15],0,528.598239316
2,[0],[15],1,528.598239316
3,[0],[15],1,528.598239316
4,[0],[15],2,528.598239316
5,[0],[15],2,528.598239316
6,[0],[15],3,528.598239316
7,[0],[15],3,528.598239316
8,[0],[15],4,528.598239316
9,[0],[15],4,528.598239316
10,[0],[15],5,528.598239316
11,[0],[15],5,528.598239316
12,[0],[15],6,528.598239316
13,[0],[15],6,528.598239316
14,[0],[15],7,528.598239316
15,[0],[15],7,528.598239316
16,[0],[15],8,528.598239316
17,[0],[15],8,528.598239316
18,[0],[15],9,528.598239316
19,[0],[15],9,528.598239316
20,[0],[15],10,528.598239316
21,[0],[15],10,528.598239316
22,[0],[15],11,528.598239316
23,[0],[15],11,528.598239316
24,[0],[15],12,528.598239316
25,[0],[15],12,528.598239316
26,[0],[15],13,528.598239316
27,[0],[15],13,528.598239316
28,[0],[15],14,528.598239316
29,[0],[7],14,528.598239316
