,CID
0,4493
1,4494
2,4495
3,4496
4,4498
5,4500
6,4501
7,4502
8,4738
9,4739
10,4740
11,4741
12,4742
13,4743
14,4744
15,5126
16,5128
17,5129
18,5716
19,5717
20,5718
21,6059
22,6062
23,6063
24,6065
25,6066
26,6068
27,6069
28,6070
29,6204
30,6205
31,6206
32,6877
33,6878
34,7390
35,7391
36,7393
37,7580
38,7581
39,7582
40,7583
41,7596
42,7603
43,7604
44,7605
45,7606
46,7627
47,7675
48,7676
49,7868
50,7869
51,8150
52,8151
53,8153
54,8154
55,11470
56,11763
57,11828
58,11829
59,11834
60,17531
61,17542
62,17543
63,17544
64,17546
65,17547
66,17548
67,17549
68,17550
69,18441
70,18442
71,18815
72,18816
73,18817
74,18818
75,18819
76,18880
77,18882
78,18883
79,18884
80,18885
81,18886
82,18889
83,23397
84,23399
85,23400
86,23401
87,23404
88,23417
89,24044
90,25701
91,25702
92,25703
93,25704
94,25705
95,25706
96,25707
97,25708
98,25709
99,25710
100,25756
101,25757
102,25758
103,25759
104,25761
105,25762
106,25763
107,25764
108,25765
109,25766
110,25767
111,30820
112,30823
113,31479
114,31480
115,31481
116,31482
117,32512
118,32513
119,32514
120,32515
121,32881
122,32882
123,32883
124,32884
125,32885
126,38153
127,38941
128,40278
129,40279
130,40280
131,40281
132,40282
133,40283
134,40284
135,46294
136,46701
137,46703
138,46704
139,46705
140,46706
141,46707
142,46708
143,46710
144,46712
145,47910
146,47911
147,47968
148,54501
149,54875
150,54878
151,54879
152,54882
153,59809
154,61183
155,61184
156,61185
157,61186
