,CID
0,7994
1,7995
2,7996
3,7997
4,7998
5,7999
6,8000
7,8001
8,8002
9,8854
10,8862
11,8871
12,8872
13,8873
14,8874
15,8875
16,8876
17,8877
18,8878
19,8879
20,8880
21,8881
22,11255
23,11415
24,11416
25,12200
26,15625
27,15663
28,15664
29,15665
30,15667
31,15668
32,15669
33,15670
34,15671
35,15672
36,15674
37,18264
38,18265
39,18266
40,19394
41,19395
42,22566
43,22567
44,22575
45,24611
46,26094
47,29419
48,29420
49,29421
50,29422
51,29423
52,29424
53,29425
54,29426
55,29427
56,29466
57,29467
58,29468
59,29470
60,29472
61,29473
62,29474
63,29475
64,29476
65,33010
66,33293
67,33388
68,37155
69,37157
70,37158
71,37161
72,37162
73,37163
74,37164
75,37165
76,37189
77,37192
78,40000
79,40616
80,40640
81,44149
82,44150
83,44151
84,44152
85,44153
86,44154
87,44155
88,44157
89,44158
90,44159
91,47647
92,48284
93,51663
94,51677
95,51679
96,51680
97,51681
98,51682
99,51683
100,51684
101,51685
102,51686
103,51687
104,51688
105,51690
106,54349
107,58340
108,58341
109,58497
110,58498
111,58499
112,58500
113,58501
114,58502
