,customer,weight,round,length
0,"[44, 32, 33, 35]","[1, 2, 1, 11]",0,2927.3322497689996
1,"[71, 31, 30, 48, 116, 150, 151, 147, 101, 99, 34, 16]","[1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2]",0,5460.010179956001
2,[35],[15],1,2030.22290832
3,[35],[15],1,2030.22290832
4,"[92, 35, 178]","[13, 1, 1]",2,2225.2327225090003
5,[92],[15],2,2191.41805376
6,"[92, 36, 39]","[12, 2, 1]",3,4024.8299485810003
7,[92],[15],3,2191.41805376
8,"[12, 54, 37, 56, 85, 162, 87, 140, 132, 49]","[1, 1, 1, 2, 1, 1, 1, 1, 1, 2]",4,3946.312785646
9,"[50, 79, 78, 82, 63, 74, 170, 57, 120]","[2, 1, 1, 1, 1, 1, 1, 2, 1]",4,3322.5916462510004
