,customer,weight,round,length
0,"[116, 167, 91, 90, 50, 89, 129, 62, 98, 97, 99]","[1, 1, 1, 2, 1, 1, 1, 4, 1, 1, 1]",0,1831.7517761148
1,"[51, 100, 88, 36, 87, 62, 2, 8, 57, 115, 140, 117]","[1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1]",1,3155.7248392777997
2,"[47, 7, 70, 85, 71, 100, 64, 52, 81, 118, 79, 168]","[2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1]",2,3589.3088109666
3,"[35, 80, 169, 53, 21, 83, 102, 37, 63, 6, 160, 103]","[2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1]",3,4035.3744292399997
4,"[55, 33, 59, 165, 54, 164, 22, 73, 69, 102, 49, 48, 5, 0]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",4,3898.8396545592987
5,"[45, 14, 101, 68, 122, 74, 27, 108, 170, 120, 34, 141]","[2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",5,4942.5807891549985
6,"[142, 145, 107, 19, 18, 163, 75, 126, 172, 67]","[1, 2, 1, 2, 1, 3, 2, 1, 1, 1]",6,3815.8420669815
7,"[146, 130, 143, 126, 173, 125, 104, 66]","[1, 1, 3, 1, 2, 1, 3, 3]",7,6035.120787719
8,"[93, 58, 131, 151, 109, 150, 41, 94, 40, 61, 157, 39]","[1, 1, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1]",8,5824.0129055454
9,"[175, 174, 106, 155, 135, 161, 154, 153, 156, 109]","[1, 1, 1, 3, 1, 1, 1, 1, 1, 1]",9,18532.308908255996
