,BID
0,11462
1,11597
2,11664
3,11718
4,11826
5,11881
6,11883
7,11918
8,11938
9,11944
10,11952
11,11961
12,12241
13,12246
14,12249
15,12260
16,12384
17,12467
18,12488
19,12501
20,12533
21,12536
22,12551
23,12594
24,12602
25,12614
26,12626
27,12644
28,12660
29,12738
30,12755
31,12790
32,12852
33,12978
34,13081
35,13102
36,13156
37,13159
38,13767
39,13872
40,13913
41,13916
42,13963
43,14164
44,14581
45,14720
46,14805
47,14888
48,14907
49,15072
50,15233
51,15285
52,15326
53,15354
54,15369
55,15373
56,15381
57,15395
58,15423
59,15437
60,15448
61,15453
62,15484
63,15523
64,15559
65,15571
66,15584
67,15608
68,15670
69,15764
70,15886
71,15902
72,15920
73,15936
74,15987
75,16210
76,16211
77,16222
78,16569
79,16621
80,16640
81,16669
82,16673
83,16719
84,16754
85,16766
86,16801
87,16804
88,16845
89,16847
90,16859
91,16905
92,16950
93,16956
94,16983
95,16993
96,17013
97,17080
98,17088
99,17106
100,17110
101,17128
102,17145
103,17151
104,17152
105,17171
106,17172
107,17195
108,17209
109,17225
110,17334
111,17411
112,17417
113,17427
114,17462
115,17470
116,17485
117,17555
118,17629
119,17697
120,17974
121,17986
122,18094
