,BID
0,13431
1,13433
2,13453
3,13507
4,13739
5,13850
6,13868
7,13910
8,13961
9,13997
10,14023
11,14075
12,14402
13,14488
14,14556
15,14667
16,14722
17,14775
18,14806
19,14812
20,14826
21,14836
22,14845
23,14872
24,14874
25,14920
26,14986
27,15020
28,15023
29,15034
30,15038
31,15046
32,15066
33,15098
34,15135
35,15138
36,15139
37,15166
38,15175
39,15186
40,15194
41,15199
42,15211
43,15228
44,15229
45,15232
46,15251
47,15255
48,15264
49,15274
50,15276
51,15286
52,15378
53,15467
54,15580
55,15664
56,15768
57,15784
58,15800
59,15928
60,15989
61,16007
62,16051
63,16077
64,16105
65,16127
66,16133
67,16141
68,16150
69,16164
70,16188
71,16262
72,16349
73,16375
74,16406
75,16425
76,16442
77,16468
78,16495
79,16533
80,16653
81,16692
82,16730
83,16753
84,16771
85,16818
86,16854
87,16893
88,16940
89,16979
90,17004
91,17028
92,17074
93,17109
94,17114
95,17127
96,17132
97,17146
98,17154
99,17161
100,17167
101,17179
102,17185
103,17200
104,17229
105,17232
106,17237
107,17271
108,17274
109,17287
110,17308
111,17315
112,17322
113,17329
114,17349
115,17360
116,17369
117,17385
118,17388
119,17392
120,17404
121,17432
122,17439
123,17456
124,17471
125,17482
126,17495
127,17501
128,17506
129,17517
130,17542
131,17544
132,17548
133,17565
134,17572
135,17573
136,17578
137,17584
138,17585
139,17587
140,17588
141,17604
142,17628
143,17633
144,17652
145,17663
146,17674
147,17688
148,17694
149,17698
150,17704
151,17706
152,17725
153,17728
154,17732
155,17737
156,17738
157,17746
158,17752
159,17756
160,17762
161,17765
162,17774
163,17775
164,17782
165,17784
166,17785
167,17791
168,17792
169,17793
170,17795
171,17801
172,17803
173,17806
174,17809
175,17823
176,17824
177,17830
178,17835
179,17836
180,17845
181,17850
182,17851
183,17857
184,17860
185,17861
186,17863
187,17864
188,17869
189,17870
190,17871
191,17872
192,17877
193,17881
194,17882
195,17887
196,17889
197,17891
198,17892
199,17896
200,17899
201,17902
202,17903
203,17905
204,17912
205,17919
206,17929
207,17935
208,17939
209,17943
210,17955
211,17960
212,17965
213,17970
214,17979
215,17988
216,17995
217,18003
218,18017
219,18025
220,18027
221,18030
222,18037
223,18044
224,18053
225,18057
226,18058
227,18060
228,18073
229,18075
230,18076
231,18087
232,18090
233,18093
234,18099
235,18111
236,18122
237,18134
238,18176
239,18196
240,18207
241,18211
242,18224
243,18239
244,18241
245,18243
246,18247
247,18253
248,18262
249,18288
250,18289
251,18290
252,18300
253,18323
254,18358
255,18361
256,18406
257,18427
258,18429
259,18450
260,18495
261,18510
262,18518
263,18519
264,18536
265,18539
266,18552
267,18557
268,18592
269,18623
270,18632
271,18639
272,18644
273,18650
274,18656
275,18673
276,18678
277,18701
278,18702
279,18703
280,18778
281,18828
282,18839
283,18843
284,18847
285,18871
286,18876
287,18891
288,18892
289,18901
290,18906
291,18915
292,18916
293,18924
294,18925
295,18945
296,18951
297,18957
298,18958
299,18965
300,18968
301,18973
302,18974
303,18981
304,18985
305,18987
306,18996
307,18997
308,19007
309,19018
310,19020
311,19038
312,19039
313,19045
314,19055
315,19057
316,19072
317,19114
318,19118
319,19119
320,19129
321,19143
322,19145
323,19153
324,19159
325,19161
326,19196
327,19199
328,19214
329,19220
330,19224
331,19228
332,19232
333,19245
334,19253
335,19275
336,19286
337,19296
338,19319
339,19322
340,19332
341,19333
342,19334
343,19348
344,19354
345,19402
346,19482
347,19884
348,20534
349,20610
350,20716
351,20806
352,21366
