,CID
0,3146
1,6802
2,6803
3,6804
4,6945
5,6946
6,6947
7,7233
8,7234
9,7236
10,7237
11,7238
12,7239
13,7240
14,7241
15,7242
16,7243
17,7244
18,7259
19,7543
20,7544
21,7545
22,7546
23,7547
24,7548
25,7549
26,7681
27,7684
28,7885
29,8032
30,8033
31,8038
32,8393
33,8395
34,8436
35,8592
36,8593
37,8616
38,8617
39,8618
40,8619
41,8620
42,8622
43,8623
44,8624
45,9858
46,9860
47,9863
48,16155
49,16156
50,16580
51,16581
52,16585
53,23448
54,23450
55,23452
56,23453
57,23454
58,23455
59,30456
60,33068
61,37737
62,37738
63,38161
64,38162
65,38163
66,38164
67,38165
68,38166
69,45030
70,45031
71,45032
72,45033
73,45392
74,45393
75,45394
76,45395
77,45396
78,45397
79,45398
80,45399
81,45400
82,45401
83,45402
84,45403
85,45404
86,52820
87,52827
88,52828
89,52829
90,52833
91,54178
92,59273
93,59274
94,59275
95,59276
96,59277
97,59278
98,59279
99,59285
100,59288
101,59289
