,BID
0,21435
1,21537
2,21697
3,21766
4,21779
5,21782
6,21792
7,21833
8,21855
9,21882
10,21899
11,21903
12,21919
13,21927
14,21933
15,21935
16,21981
17,21996
18,22020
19,22031
20,22038
21,22056
22,22058
23,22062
24,22071
25,22089
26,22091
27,22117
28,22184
29,22209
30,22215
31,22231
32,22235
33,22276
34,22283
35,22284
36,22328
37,22330
38,22334
39,22341
40,22359
41,22365
42,22375
43,22381
44,22404
45,22413
46,22436
47,22449
48,22454
49,22473
50,22502
51,22537
52,22547
53,22588
54,22611
55,22629
56,22656
57,22673
58,22746
59,22749
60,22750
61,22766
62,22798
63,22813
64,22842
65,22844
66,22855
67,22862
68,22866
69,22881
70,22905
71,22915
72,22927
73,22928
74,22933
75,22953
76,22954
77,22973
78,22981
79,22984
80,23000
81,23011
82,23013
83,23018
84,23056
85,23063
86,23095
87,23101
88,23103
89,23141
90,23153
91,23167
92,23193
93,23197
94,23198
95,23203
96,23214
97,23220
98,23230
99,23233
100,23245
101,23250
102,23298
103,23350
104,23363
105,23373
106,23385
107,23406
108,23433
109,23444
110,23481
111,23499
112,23505
113,23509
114,23514
115,23534
116,23537
117,23561
118,23562
119,23569
120,23570
121,23573
122,23575
123,23609
124,23645
125,23679
126,23692
127,23701
128,23706
129,23709
130,23718
131,23719
132,23732
133,23739
134,23742
135,23748
136,23754
137,23758
138,23760
139,23770
140,23779
141,23784
142,23785
143,23804
144,23812
145,23835
146,23840
147,23842
148,23843
149,23849
150,23853
151,23855
152,23860
153,23862
154,23866
155,23867
156,23873
157,23881
158,23887
159,23893
160,23900
161,23905
162,23909
163,23912
164,23917
165,23941
166,23951
167,23991
168,24013
169,24026
170,24086
171,24090
172,24107
173,24114
174,24151
175,24166
176,24177
177,24189
178,24204
179,24238
180,24260
181,24271
182,24309
183,24347
184,24352
185,24399
186,24417
187,24431
188,24433
189,24450
190,24472
191,24512
