,BID
0,29683
1,29733
2,29786
3,29831
4,29856
5,29891
6,29905
7,29906
8,29942
9,29965
10,29966
11,29988
12,30014
13,30076
14,30078
15,30136
16,30143
17,30169
18,30191
19,30198
20,30217
21,30233
22,30275
23,30297
24,30323
25,30367
26,30373
27,30399
28,30457
29,30478
30,30502
31,30531
32,30562
33,30576
34,30586
35,30590
36,30627
37,30658
38,30660
39,30661
40,30703
41,30705
42,30717
43,30751
44,30788
45,30796
46,30808
47,30816
48,30843
49,30872
50,30880
51,30901
52,30907
53,30925
54,30926
55,30942
56,30949
57,31017
58,31020
59,31051
60,31080
61,31103
62,31107
63,31108
64,31110
65,31156
66,31175
67,31194
68,31208
69,31209
70,31212
71,31213
72,31220
73,31244
74,31245
75,31265
76,31268
77,31280
78,31289
79,31297
80,31302
81,31321
82,31336
83,31338
84,31339
85,31340
86,31347
87,31351
88,31356
89,31362
90,31363
91,31365
92,31369
93,31370
94,31379
95,31380
96,31382
97,31408
98,31409
99,31423
100,31438
101,31442
102,31443
103,31444
104,31445
105,31446
106,31448
107,31450
108,31457
109,31460
110,31475
111,31487
112,31501
113,31514
114,31526
115,31537
116,31546
117,31564
118,31578
119,31589
120,31590
121,31614
122,31629
123,31646
124,31672
125,31685
126,31693
127,31702
128,31738
129,31838
130,32010
131,32011
132,32031
133,32050
134,32126
135,32176
136,32282
137,32353
138,32364
