,CID
0,8890
1,9076
2,10948
3,10949
4,11075
5,15687
6,15688
7,15689
8,15690
9,15691
10,15692
11,15694
12,15695
13,15864
14,18117
15,22592
16,22855
17,22856
18,22857
19,22858
20,24941
21,26111
22,29562
23,29563
24,29564
25,29565
26,29566
27,29567
28,29569
29,29570
30,29571
31,29572
32,29573
33,29574
34,29575
35,29861
36,29862
37,29863
38,29864
39,29865
40,29866
41,29867
42,29868
43,29869
44,29870
45,32243
46,37213
47,37214
48,39665
49,39666
50,39667
51,40651
52,44147
53,44203
54,44204
55,44205
56,44206
57,44208
58,44209
59,44210
60,44211
61,44212
62,44213
63,44214
64,44215
65,44216
66,44217
67,44457
68,47176
69,47177
70,47848
71,47849
72,51696
73,51697
74,51698
75,51699
76,51700
77,51701
78,51702
79,51703
80,51950
81,51951
82,51952
83,54172
84,58370
85,58371
86,58372
87,58544
88,58545
89,58546
90,58547
91,58548
92,58705
93,58706
94,58707
95,60712
96,60713
97,60714
