,BID
0,12945
1,13022
2,13034
3,13119
4,13193
5,13223
6,13246
7,13247
8,13267
9,13313
10,13364
11,13376
12,13435
13,13445
14,13488
15,13494
16,13518
17,13529
18,13539
19,13559
20,13566
21,13575
22,13576
23,13618
24,13622
25,13625
26,13637
27,13662
28,13710
29,13713
30,13731
31,13738
32,13750
33,13761
34,13827
35,13833
36,13854
37,13884
38,13890
39,13946
40,13950
41,13958
42,13976
43,13991
44,14006
45,14021
46,14025
47,14035
48,14047
49,14066
50,14072
51,14121
52,14138
53,14140
54,14146
55,14179
56,14198
57,14212
58,14219
59,14234
60,14235
61,14241
62,14243
63,14246
64,14252
65,14264
66,14266
67,14267
68,14297
69,14298
70,14350
71,14354
72,14355
73,14362
74,14377
75,14381
76,14419
77,14433
78,14435
79,14447
80,14449
81,14455
82,14489
83,14494
84,14687
