,CID
0,8504
1,10331
2,10332
3,10627
4,11192
5,11299
6,11300
7,11301
8,17125
9,17202
10,17203
11,17205
12,17945
13,18348
14,23888
15,23889
16,23898
17,23900
18,23902
19,24000
20,24001
21,24101
22,24102
23,24103
24,24104
25,24107
26,24109
27,24110
28,24111
29,24113
30,24114
31,30765
32,30766
33,30767
34,30768
35,30941
36,31049
37,31050
38,31051
39,31052
40,31053
41,31585
42,31586
43,31587
44,31588
45,31589
46,31591
47,31592
48,31593
49,31594
50,38744
51,38745
52,38746
53,38747
54,38748
55,38749
56,39022
57,39023
58,39027
59,39028
60,39029
61,39038
62,39039
63,39202
64,46115
65,46116
66,46117
67,46204
68,46205
69,46206
70,46207
71,46407
72,46408
73,46409
74,46410
75,46411
76,46767
77,47447
78,53085
79,53086
80,53087
81,53088
82,53382
83,53383
84,53384
85,53385
86,53532
87,53533
88,53534
89,53535
90,53536
91,53537
92,53538
93,53539
94,53540
95,53742
96,53743
97,59920
98,59921
99,60798
