,CID
0,8690
1,8692
2,10763
3,10764
4,10765
5,10766
6,10767
7,10768
8,10769
9,10840
10,10841
11,10842
12,10843
13,10996
14,17690
15,17691
16,17692
17,17831
18,17832
19,17833
20,17834
21,17835
22,17836
23,17837
24,17838
25,17848
26,24506
27,24507
28,24508
29,24509
30,24510
31,24512
32,24513
33,24514
34,24516
35,24517
36,24518
37,24520
38,24521
39,24522
40,24524
41,24525
42,24526
43,24527
44,26304
45,31968
46,31972
47,31973
48,31974
49,31975
50,31977
51,33279
52,33280
53,33314
54,39329
55,39330
56,39460
57,39461
58,39462
59,39472
60,39473
61,39476
62,39898
63,40637
64,44434
65,44435
66,44437
67,44438
68,44439
69,44445
70,44446
71,44447
72,44448
73,45449
74,45451
75,45452
76,45453
77,45454
78,45455
79,45456
80,45457
81,46936
82,46946
83,46947
84,46948
85,48615
86,48616
87,48773
88,53795
89,53796
90,53800
91,53801
92,53802
93,53856
94,53857
95,53858
96,53859
97,53860
98,53868
99,60085
100,60087
101,60088
102,60330
103,60334
104,60335
105,60336
106,60337
107,60349
