,customer,weight,round,length
0,"[146, 208, 171, 150, 209, 61, 114, 206, 58, 59, 147, 149]","[1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2]",0,2966.426154661
1,"[91, 64, 221, 164, 163, 65, 222, 28, 86, 263, 87, 51, 151, 25]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,4113.787108013
2,"[257, 201, 106, 204, 12, 83, 301, 85, 80, 88, 84, 82, 81]","[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1]",0,3954.6032871613006
3,"[166, 99, 39, 98, 41, 42, 284, 286, 17, 16, 248]","[1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 2]",0,4346.215454269
4,"[261, 262, 210, 283, 282, 269, 298, 243, 245, 280, 100, 102, 14, 241, 242]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,6043.759148597101
5,"[246, 0, 278, 5, 297, 145, 138, 141, 140, 292, 288, 124, 127, 47]","[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,7764.954899266001
6,"[73, 72, 71, 52, 38, 37, 36, 35, 107, 120, 121]","[1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 2]",1,5814.9591961069
7,"[176, 175, 226, 235, 234, 228, 22, 33, 184, 182, 189, 188, 213, 122, 119]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,8119.166611033299
8,"[264, 291, 19, 289, 55, 56, 144, 220, 143]","[1, 1, 1, 3, 2, 1, 1, 1, 1]",2,6419.884782818
9,"[125, 54, 44, 112, 43, 113, 152, 153, 203]","[4, 1, 1, 1, 1, 2, 1, 1, 2]",2,7025.410755335599
10,[],[],2,0.0
11,"[307, 227, 187, 180]","[1, 1, 1, 2]",2,6184.76434682
