,CID
0,8921
1,8922
2,8923
3,8928
4,15729
5,15730
6,15731
7,15750
8,15751
9,15752
10,15753
11,15754
12,15755
13,15756
14,15757
15,15758
16,18475
17,18476
18,18477
19,18478
20,18546
21,18547
22,22625
23,22626
24,22627
25,22628
26,22629
27,22630
28,22631
29,22632
30,22633
31,22662
32,22663
33,22664
34,22665
35,22666
36,22670
37,22671
38,22687
39,24768
40,24771
41,24772
42,26545
43,29630
44,29631
45,29695
46,29696
47,29750
48,32703
49,33130
50,37240
51,37241
52,37242
53,37243
54,37244
55,37245
56,37246
57,37247
58,37248
59,37252
60,37253
61,37254
62,37255
63,37256
64,37258
65,37259
66,37264
67,37268
68,37269
69,37270
70,37271
71,37272
72,37273
73,37274
74,37275
75,37276
76,37299
77,37300
78,37301
79,37302
80,37303
81,37304
82,37305
83,37306
84,37307
85,40105
86,40106
87,44253
88,44254
89,44255
90,44256
91,44257
92,44258
93,44259
94,44260
95,44261
96,44262
97,44284
98,47624
99,47964
100,48573
101,51722
102,51723
103,51724
104,51725
105,51726
106,51727
107,51769
108,58594
109,58595
110,58596
111,58597
112,58598
113,58599
114,58600
115,58601
116,58603
117,58612
118,58616
119,58619
120,58654
121,58655
122,60464
