,BID
0,39077
1,39125
2,39170
3,39222
4,39267
5,39292
6,39296
7,39298
8,39299
9,39342
10,39353
11,39375
12,39378
13,39435
14,39447
15,39464
16,39471
17,39479
18,39505
19,39513
20,39541
21,39553
22,39574
23,39576
24,39584
25,39620
26,39622
27,39629
28,39660
29,39680
30,39712
31,39717
32,39725
33,39741
34,39743
35,39755
36,39758
37,39764
38,39791
39,39794
40,39796
41,39797
42,39803
43,39806
44,39808
45,39812
46,39822
47,39839
48,39841
49,39849
50,39855
51,39861
52,39864
53,39888
54,39897
55,39903
56,39906
57,39965
58,39966
59,39990
60,39995
61,40018
62,40057
63,40107
