,customer,weight,round,length
0,"[60, 38, 59, 42]","[1, 8, 1, 5]",0,1472.190782704
1,"[54, 10, 62, 18, 19, 72]","[2, 1, 1, 1, 3, 7]",0,1484.8687899041001
2,[44],[15],0,356.088633562
3,"[17, 34, 36, 56, 0, 80, 8, 52, 41]","[1, 2, 1, 2, 1, 2, 1, 2, 3]",0,3106.3801891850003
4,"[58, 50, 48, 67, 49, 47, 61, 79, 12, 4, 76, 68, 43, 70]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]",0,2234.3799677475995
5,"[3, 21, 46, 65, 64, 20, 9]","[1, 1, 4, 1, 1, 1, 3]",1,2466.6426523722
6,"[51, 40, 53, 1, 2, 74, 15]","[1, 1, 1, 1, 1, 2, 3]",1,4641.41918487
7,[],[],1,0.0
8,[],[],1,0.0
9,"[25, 24, 75, 78, 26, 77]","[3, 2, 1, 2, 3, 1]",1,2869.794068197
