,CID
0,2760
1,4451
2,4452
3,4456
4,4457
5,4459
6,4460
7,4461
8,4462
9,4463
10,4464
11,4665
12,4666
13,4667
14,4668
15,4669
16,4671
17,4675
18,4676
19,4677
20,4678
21,4679
22,5172
23,5173
24,5174
25,5175
26,5176
27,5177
28,5178
29,5179
30,5205
31,5206
32,5208
33,5209
34,5211
35,5662
36,5663
37,5664
38,5665
39,5666
40,5667
41,5668
42,5669
43,5731
44,5732
45,5830
46,5832
47,5833
48,5834
49,5835
50,5836
51,5837
52,5845
53,5846
54,5847
55,6045
56,6046
57,6505
58,10129
59,10130
60,10131
61,10132
62,11009
63,11010
64,11011
65,11012
66,11013
67,11014
68,11275
69,11276
70,11897
71,11899
72,18018
73,18019
74,18020
75,18021
76,18022
77,18023
78,18099
79,24871
80,24932
81,24937
82,24938
83,24939
84,24940
85,26218
86,32157
87,32158
88,32159
89,32209
90,39611
91,39612
92,39613
93,39615
94,39616
95,44519
96,44520
97,44521
98,44522
99,47118
100,47119
101,47120
102,47122
103,47123
104,47124
105,47125
106,47129
107,47130
108,47131
109,47132
110,47133
111,47134
112,47329
113,47330
114,47331
115,47332
116,47333
117,47334
118,54081
119,54083
120,54084
121,54086
122,54087
123,54132
124,54133
125,54134
126,54135
127,54136
128,54137
129,54142
130,54143
131,54144
132,54145
133,54146
134,54147
135,54925
136,54926
137,54927
138,54928
139,58767
140,58768
141,58770
142,58771
143,60564
144,60565
145,60566
146,60580
147,60581
148,60582
149,60587
150,60588
151,60589
