,customer,weight,round,length
0,"[81, 80, 79, 75, 39, 82]","[2, 1, 6, 3, 2, 1]",0,1305.5330098183003
1,"[29, 66, 88, 65, 54, 49, 50, 55, 30]","[1, 2, 2, 1, 3, 1, 1, 3, 1]",0,2749.2284776614
2,"[86, 36, 62, 28, 33, 34, 58, 47, 77, 76]","[1, 1, 1, 3, 1, 1, 1, 1, 3, 2]",0,3146.9633577939994
3,"[68, 19, 23, 70, 53, 85, 84, 60, 83]","[2, 2, 1, 3, 2, 1, 1, 2, 1]",0,2077.7513631733
4,"[6, 97, 95, 94, 73, 31, 96, 22, 42, 41, 0, 72]","[1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 3]",0,1663.7968087495
5,[],[],1,0.0
6,[],[],1,0.0
7,"[73, 93, 71, 21, 90, 89, 67]","[1, 1, 1, 2, 1, 1, 1]",1,3230.936205704
8,[],[],1,0.0
9,[],[],1,0.0
