,CID
0,6746
1,9693
2,10864
3,10865
4,10866
5,10867
6,10868
7,10869
8,10870
9,10871
10,17877
11,17886
12,17887
13,17888
14,17889
15,17890
16,17892
17,18678
18,24603
19,24604
20,32001
21,32002
22,32003
23,32008
24,32009
25,33828
26,37846
27,37847
28,37848
29,39488
30,39489
31,39490
32,39491
33,39492
34,45230
35,45235
36,45236
37,45237
38,46990
39,46991
40,46992
41,46993
42,48192
43,53915
44,53916
45,53917
46,53918
47,53919
48,53920
49,53944
50,53945
51,54673
52,60369
53,60372
54,60373
55,60374
56,60375
57,60376
58,60377
59,61967
