,customer,weight,round,length
0,"[188, 189, 190, 21, 110, 135, 184, 75, 109]","[1, 1, 1, 1, 2, 1, 3, 2, 3]",0,2090.087208168
1,"[108, 107, 106, 120, 187, 157, 167, 160, 159]","[3, 2, 2, 1, 2, 2, 1, 1, 1]",0,2378.2212689579997
2,"[185, 182, 132, 106, 30, 156, 163, 178, 179, 177, 53]","[1, 1, 1, 2, 1, 2, 3, 1, 1, 1, 1]",1,3310.2564633536003
3,"[99, 142, 143, 131, 111, 119]","[4, 4, 1, 2, 2, 2]",1,2411.0636201320003
4,"[69, 186, 113, 1, 193, 201, 116, 163]","[1, 1, 2, 1, 2, 1, 1, 6]",2,3861.09688657
5,"[180, 101, 139, 95, 141, 98, 97, 181]","[2, 2, 3, 1, 2, 2, 2, 1]",2,2949.3566582310004
6,"[140, 59, 175, 145, 34, 7, 4, 151, 195, 23]","[5, 1, 2, 1, 1, 1, 1, 1, 1, 1]",3,5726.1080124420005
7,"[103, 70, 96, 69, 171]","[4, 4, 1, 3, 3]",3,2871.7505520320005
8,"[13, 24, 26, 202, 29, 28, 10, 16, 152]","[1, 3, 2, 1, 1, 1, 1, 2, 2]",4,4400.912302403
9,"[9, 199, 198, 129, 126, 6]","[1, 1, 1, 1, 3, 1]",4,3515.3887333145994
