,BID
0,30675
1,30689
2,30746
3,30750
4,30784
5,30802
6,30810
7,30836
8,30883
9,30929
10,31003
11,31028
12,31090
13,31105
14,31115
15,31127
16,31161
17,31182
18,31200
19,31229
20,31248
21,31275
22,31294
23,31299
24,31312
25,31316
26,31317
27,31322
28,31330
29,31332
30,31344
31,31345
32,31353
33,31357
34,31393
35,31407
36,31419
37,31469
38,31484
39,31494
40,31503
41,31552
42,31556
43,31558
44,31562
45,31563
46,31572
47,31574
48,31583
49,31615
50,31626
51,31635
52,31647
53,31651
54,31658
55,31665
56,31666
57,31711
58,31725
59,31747
60,31750
61,31761
62,31763
63,31785
64,31787
65,31789
66,31798
67,31823
68,31827
69,31830
70,31836
71,31837
72,31839
73,31840
74,31843
75,31850
76,31854
77,31861
78,31868
79,31874
80,31882
81,31912
82,31913
83,31918
84,31923
85,31926
86,31932
87,31938
88,31946
89,31949
90,31953
91,31954
92,31956
93,31963
94,32019
95,32024
96,32026
97,32033
98,32040
99,32046
100,32054
101,32059
102,32072
103,32077
104,32091
105,32102
106,32128
107,32142
108,32143
109,32148
110,32152
111,32153
112,32159
113,32162
114,32168
115,32183
116,32197
117,32198
118,32224
119,32275
120,32340
121,32358
122,32374
123,32408
