,customer,weight,round,length
0,"[171, 12, 131, 38, 169, 10, 168, 11, 6, 163, 157, 164]","[1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1]",0,16862.636206076
1,"[71, 160, 111, 37, 61, 76, 121, 55, 54]","[2, 1, 2, 1, 1, 3, 2, 2, 1]",0,14545.428381093
2,"[27, 28, 189, 46, 188, 134, 107, 133]","[2, 2, 2, 1, 2, 3, 2, 1]",0,12648.724814729
3,"[49, 86, 84, 79, 148, 122, 149, 155, 147, 154, 153, 152]","[3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1]",1,13359.892805525802
4,"[3, 176, 97, 119, 67, 118, 117, 68, 60, 23, 101, 100]","[2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1]",1,15216.561624083
5,"[50, 51, 87, 102, 80, 103, 151, 150, 72, 120, 105]","[2, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1]",1,13468.0258698789
6,"[129, 19, 18, 113, 17, 138, 139, 1, 2, 65]","[1, 1, 3, 2, 1, 1, 1, 1, 1, 3]",2,3057.3568271744
7,"[98, 175, 142, 182, 141, 145, 183, 146, 144, 181, 0]","[1, 2, 1, 2, 1, 2, 1, 2, 1, 1, 1]",2,4414.2252273290005
8,"[192, 125, 123, 124, 191, 110, 109, 58, 59]","[2, 1, 1, 1, 3, 1, 1, 3, 2]",2,3925.7220129816997
9,"[91, 90, 185, 92, 89, 174, 186, 187]","[1, 2, 2, 3, 1, 3, 1, 1]",3,12729.1186241184
10,"[78, 13, 16, 108, 114, 115, 14, 52]","[1, 2, 2, 1, 1, 2, 2, 2]",3,17757.638954487
11,[],[],3,0.0
