,BID
0,23966
1,24053
2,24133
3,24202
4,24275
5,24280
6,24295
7,24305
8,24368
9,24372
10,24419
11,24444
12,24465
13,24508
14,24534
15,24606
16,24607
17,24618
18,24637
19,24670
20,24685
21,24742
22,24751
23,24779
24,24834
25,24844
26,24845
27,24847
28,24870
29,24896
30,24921
31,24929
32,24932
33,24966
34,25024
35,25029
36,25067
37,25104
38,25179
39,25183
40,25185
41,25198
42,25206
43,25211
44,25223
45,25230
46,25238
47,25285
48,25303
49,25316
50,25334
51,25359
52,25367
53,25375
54,25385
55,25404
56,25438
57,25448
58,25453
59,25465
60,25481
61,25492
62,25494
63,25520
64,25582
65,25586
66,25588
67,25626
68,25627
69,25656
70,25661
71,25664
72,25684
73,25694
74,25713
75,25737
76,25739
77,25779
78,25782
79,25793
80,25813
81,25828
82,25839
83,25850
84,25855
85,25906
86,25934
87,25936
88,25966
89,25987
90,26019
91,26095
92,26096
93,26108
94,26117
95,26189
96,26207
97,26208
98,26216
99,26229
100,26247
101,26258
102,26265
103,26294
104,26341
105,26364
106,26379
107,26409
108,26418
109,26432
110,26441
111,26442
112,26447
113,26456
114,26462
115,26476
116,26482
117,26494
118,26497
119,26506
120,26514
121,26533
122,26544
123,26556
124,26565
125,26609
126,26618
127,26619
128,26625
129,26649
130,26669
131,26790
132,26843
133,26847
134,26877
135,26918
136,26922
137,26965
138,26972
139,27043
140,27055
141,27130
142,27140
143,27208
144,27283
145,27306
146,27438
