,CID
0,1997
1,2641
2,8447
3,9607
4,9608
5,9880
6,9881
7,9882
8,9883
9,9885
10,9886
11,9889
12,9890
13,9891
14,9892
15,9893
16,9894
17,9896
18,9897
19,9898
20,9899
21,9900
22,9901
23,10397
24,10414
25,11281
26,16648
27,16650
28,16651
29,16652
30,16653
31,16654
32,16655
33,16666
34,16667
35,16669
36,16670
37,16671
38,16673
39,16674
40,17350
41,19068
42,23136
43,23137
44,23138
45,23139
46,23140
47,23141
48,23143
49,23144
50,23145
51,23146
52,23147
53,23148
54,23149
55,23150
56,23151
57,23152
58,23153
59,23462
60,23465
61,23466
62,23467
63,23468
64,23469
65,23470
66,23471
67,23472
68,23473
69,23474
70,23475
71,26099
72,30521
73,30522
74,30523
75,30524
76,30525
77,30526
78,30527
79,30528
80,30529
81,38177
82,38178
83,45062
84,45063
85,45064
86,45065
87,45066
88,45067
89,45068
90,45069
91,45070
92,45071
93,45072
94,45073
95,45076
96,45078
97,45079
98,45081
99,45082
100,45083
101,45085
102,45089
103,45090
104,45099
105,45465
106,45467
107,45468
108,45469
109,45470
110,45479
111,45480
112,45481
113,45482
114,45483
115,45484
116,45485
117,45486
118,45487
119,45488
120,45489
121,45490
122,45491
123,45492
124,45493
125,45494
126,45495
127,45496
128,45497
129,45499
130,45500
131,45501
132,45502
133,45504
134,45505
135,45507
136,45509
137,45510
138,52851
139,52852
140,52853
141,52854
142,52855
143,52856
144,52857
145,52858
146,52859
147,52860
148,52861
149,52862
150,52863
151,52865
152,52867
153,53479
154,53513
155,53514
156,55282
157,59303
158,59304
159,59305
160,59306
161,59307
162,59308
163,59309
164,59310
165,59311
166,59312
167,59313
168,59314
169,59315
170,59316
171,59317
172,59318
173,59319
174,59320
175,59321
176,59322
177,59323
178,59324
179,59325
180,59326
181,59327
182,59328
183,59329
184,59331
185,59332
186,59333
187,59334
188,59335
189,59336
190,59831
191,59834
192,61592
193,61593
194,61647
