,CID
0,355
1,2560
2,2562
3,2564
4,2565
5,2566
6,2567
7,2568
8,2569
9,6130
10,9757
11,9758
12,9759
13,9760
14,9761
15,9763
16,9764
17,9766
18,12181
19,16446
20,16447
21,16448
22,16449
23,16450
24,16453
25,16454
26,16455
27,16456
28,16523
29,16524
30,19005
31,23289
32,23290
33,23291
34,23292
35,23313
36,23314
37,23315
38,25949
39,25950
40,30353
41,30354
42,30356
43,30357
44,30358
45,30359
46,30360
47,30361
48,30362
49,30363
50,30364
51,30365
52,30366
53,30367
54,30370
55,30371
56,30395
57,30396
58,33145
59,37765
60,37766
61,37768
62,37771
63,37773
64,38008
65,38009
66,38010
67,38011
68,38012
69,38013
70,38014
71,38015
72,38018
73,38019
74,38020
75,38022
76,38023
77,38038
78,38039
79,38040
80,38041
81,44629
82,44630
83,44632
84,44635
85,44637
86,44638
87,44639
88,44645
89,45326
90,45327
91,45329
92,45330
93,45331
94,45332
95,45333
96,45334
97,45335
98,45336
99,45355
100,45356
101,45357
102,45358
103,45360
104,48383
105,52628
106,52629
107,52630
108,52631
109,52633
110,52634
111,52635
112,52636
113,52637
114,52638
115,52639
116,52640
117,52641
118,52642
119,52643
120,52644
121,52645
122,52647
123,52715
124,52716
125,52717
126,55060
127,55061
128,55062
129,55130
130,59170
131,59171
132,59172
133,59173
134,59174
135,59175
136,59176
137,59178
138,59183
139,59190
140,59200
141,59207
142,59208
143,61493
