,CID
0,11102
1,11260
2,11261
3,11263
4,11264
5,11556
6,11557
7,11558
8,11559
9,11560
10,11561
11,11562
12,11563
13,11564
14,11565
15,11566
16,11722
17,11733
18,12024
19,18246
20,18247
21,18248
22,18273
23,18784
24,18785
25,18786
26,18787
27,24962
28,24963
29,25141
30,25142
31,25143
32,25144
33,25658
34,25662
35,25667
36,25669
37,25670
38,32329
39,32330
40,32331
41,32332
42,32333
43,32334
44,32335
45,32336
46,32338
47,32815
48,32816
49,32817
50,32818
51,32819
52,32820
53,32821
54,32822
55,32823
56,38119
57,38120
58,38122
59,39635
60,39636
61,39637
62,39638
63,39639
64,40058
65,40188
66,40189
67,40190
68,47165
69,47166
70,47167
71,47168
72,47170
73,47171
74,47172
75,47173
76,47174
77,47397
78,47398
79,47400
80,47401
81,47402
82,47403
83,47404
84,47405
85,47406
86,47407
87,47408
88,47409
89,47410
90,47411
91,47417
92,47418
93,47419
94,47870
95,47871
96,47872
97,47873
98,47875
99,47876
100,47877
101,54329
102,54330
103,54331
104,54362
105,54363
106,54623
107,54626
108,54627
109,54774
110,54775
111,54776
112,54777
113,54778
114,54780
115,54782
116,54783
117,60702
118,60703
119,60704
120,60723
121,60724
122,60725
123,60726
124,60727
125,60728
126,60729
127,60730
128,60906
129,60907
130,60908
131,60909
132,60910
133,60911
134,60912
135,60993
136,61154
137,61155
