,CID
0,2374
1,9551
2,9552
3,9553
4,9558
5,9559
6,9560
7,9584
8,9599
9,9605
10,9606
11,11254
12,16074
13,16075
14,16076
15,16077
16,16078
17,16178
18,16179
19,16180
20,16181
21,16184
22,16185
23,16186
24,16188
25,16190
26,16191
27,16192
28,16193
29,16194
30,16195
31,16213
32,16214
33,16215
34,16216
35,18261
36,18262
37,18263
38,19280
39,23007
40,23008
41,23009
42,23016
43,23017
44,23020
45,23021
46,23022
47,23120
48,23124
49,23125
50,23128
51,23129
52,23135
53,25128
54,25129
55,26095
56,26479
57,29981
58,30004
59,30005
60,30006
61,30007
62,30192
63,30193
64,30194
65,30195
66,30196
67,30197
68,30225
69,30226
70,30227
71,30228
72,30235
73,30236
74,30237
75,32320
76,32321
77,32322
78,32323
79,32324
80,32325
81,33295
82,33296
83,37754
84,37756
85,37761
86,37784
87,37785
88,37786
89,40553
90,41024
91,44929
92,44930
93,44931
94,44932
95,45045
96,45046
97,45048
98,45049
99,45050
100,45051
101,45056
102,45057
103,52449
104,52467
105,52468
106,52469
107,52470
108,52471
109,52472
110,52473
111,52474
112,52475
113,52477
114,59010
115,59011
116,59012
117,59013
118,59014
119,59015
120,59016
121,59018
122,59030
123,59032
124,59033
125,59034
126,59035
127,59036
128,59037
129,59038
130,59039
131,59040
132,59041
133,59044
134,59048
135,59049
136,59050
137,59051
138,59054
139,59055
140,59056
141,60718
142,61591
143,61889
144,61890
