,customer,weight,round,length
0,"[75, 40, 76, 113, 72, 116, 115, 112, 111, 110, 114, 30, 31, 81]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,2401.1355575215
1,"[59, 60, 35, 49, 48, 47, 46]","[1, 1, 1, 1, 1, 8, 2]",0,1692.0255352977
2,"[83, 84, 57, 86, 107, 85, 108, 82, 38, 23, 39, 37, 29, 32]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]",0,1733.8389855908
3,"[79, 78, 95, 27, 96, 104, 105, 43, 68, 45]","[1, 2, 1, 2, 1, 1, 1, 2, 3, 1]",0,2212.6148040884
4,"[55, 80, 118, 103, 102, 117, 94, 93, 92, 101, 71]","[1, 1, 2, 1, 1, 4, 1, 1, 1, 1, 1]",0,2682.5041381390997
5,"[50, 51, 36, 18, 17, 42]","[3, 1, 7, 1, 1, 1]",1,3775.6730672130006
6,"[13, 5, 6, 14, 67, 25, 64, 61, 63, 62]","[1, 1, 3, 1, 2, 1, 3, 1, 1, 1]",1,3679.0395917965
7,"[28, 117, 106, 34, 24, 99, 90, 91, 1, 4, 98, 41, 100]","[2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1]",1,4844.051092119699
8,[],[],1,0.0
9,[],[],1,0.0
