,customer,weight,round,length
0,"[189, 191, 197, 198, 190, 192, 70, 231, 44, 45, 43]","[2, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1]",0,16743.260983026004
1,"[75, 263, 203, 201, 114, 115, 261, 262, 46, 23, 206, 205]","[1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1]",0,13086.109840342502
2,"[77, 76, 19, 20, 71, 74, 72, 73]","[2, 3, 1, 2, 1, 2, 2, 2]",0,14041.481989437
3,"[30, 230, 67, 68, 152, 153, 233, 259, 260, 150, 232, 116, 202, 204]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,15116.014807874
4,"[37, 219, 247, 34, 245, 176, 69, 196, 106, 107, 257, 7]","[1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1]",1,23564.926344712
5,"[239, 209, 122, 123, 49, 157, 159, 160, 125, 121, 120, 27]","[1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1]",1,5869.5623408357005
6,"[63, 66, 65, 84, 41, 140, 177, 142, 226, 59, 221, 139]","[2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]",1,27047.155899431993
7,"[248, 174, 6, 133, 124, 134, 265, 132, 162, 161]","[1, 1, 1, 1, 1, 1, 2, 3, 2, 2]",1,24390.619544263394
8,[],[],2,0.0
9,"[227, 186, 185, 188, 187]","[5, 1, 2, 2, 1]",2,25400.747041377006
10,"[83, 118, 181, 182, 64]","[1, 1, 3, 1, 2]",2,24179.4967830256
11,[],[],2,0.0
