,CID
0,14094
1,14095
2,14562
3,14563
4,14564
5,14565
6,20984
7,20986
8,20987
9,20988
10,20989
11,20990
12,20993
13,20994
14,20995
15,20997
16,20998
17,27899
18,27901
19,27902
20,27904
21,27907
22,27917
23,27918
24,27922
25,27923
26,35333
27,35336
28,35337
29,35339
30,35340
31,35341
32,35342
33,35343
34,35354
35,35355
36,35356
37,42337
38,42338
39,42341
40,42342
41,42344
42,42345
43,42346
44,42351
45,42643
46,42644
47,50015
48,50016
49,50019
50,50037
51,50107
52,50699
53,50700
54,50701
55,50702
56,56906
57,56907
58,56908
59,56951
60,57359
61,57360
62,57361
63,57362
64,57363
65,57364
66,63233
67,63234
68,63235
69,63236
70,63238
71,63239
72,63811
73,63812
74,63813
