,BID
0,11419
1,11433
2,11475
3,11515
4,11521
5,11525
6,11532
7,11535
8,11546
9,11550
10,11559
11,11573
12,11576
13,11612
14,11619
15,11620
16,11624
17,11626
18,11642
19,11660
20,11667
21,11682
22,11684
23,11688
24,11689
25,11708
26,11713
27,11721
28,11727
29,11735
30,11741
31,11744
32,11748
33,11754
34,11778
35,11788
36,11797
37,11802
38,11804
39,11814
40,11820
41,11824
42,11825
43,11829
44,11830
45,11832
46,11834
47,11842
48,11860
49,11870
50,11874
51,11882
52,11889
53,11891
54,11893
55,11899
56,11912
57,11922
58,11928
59,11930
60,11940
61,11941
62,11945
63,11958
64,11966
65,11969
66,11970
67,11974
68,11981
69,11992
70,11994
71,12009
72,12012
73,12029
74,12038
75,12040
76,12044
77,12055
78,12061
79,12072
80,12079
81,12081
82,12093
83,12110
84,12118
85,12130
86,12141
87,12164
88,12166
89,12174
90,12194
91,12205
92,12206
93,12237
94,12240
95,12243
96,12255
97,12263
98,12264
99,12276
100,12294
101,12299
102,12303
103,12309
104,12324
105,12336
106,12350
107,12354
108,12373
109,12376
110,12377
111,12378
112,12400
113,12403
114,12421
115,12425
116,12431
117,12455
118,12492
119,12557
120,12567
121,12568
122,12575
123,12619
124,12641
125,12681
126,12773
127,12843
128,12855
129,12865
130,12963
131,13132
132,13353
133,13587
