,customer,weight,round,length
0,[69],[15],0,635.910661568
1,"[98, 69]","[9, 6]",0,1497.802328775
2,[44],[15],1,1423.195426924
3,"[44, 98]","[3, 12]",1,2178.501876455
4,"[123, 44, 8, 81, 60, 24, 51, 109]","[2, 3, 3, 1, 1, 1, 2, 2]",2,9910.185730331
5,"[25, 110, 111, 112, 90, 70, 10, 74, 76, 73, 72, 71]","[1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2]",2,5033.070106733801
6,"[92, 122, 28, 66, 65, 52, 0, 131, 129, 2, 107]","[2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1]",3,14541.127098126499
7,"[78, 20, 17, 97, 47, 86, 89, 32, 49, 80, 19, 59, 21]","[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]",3,7298.6847623191
8,"[33, 34, 35, 15, 114, 23, 113, 39, 11, 12, 38, 36, 1, 128]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",4,8523.873555731498
9,"[95, 96, 120, 115, 93, 134, 88, 22, 87, 136, 61, 62]","[1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]",4,13393.701313140298
