,BID
0,36202
1,36289
2,36355
3,36365
4,36382
5,36385
6,36389
7,36410
8,36458
9,36463
10,36481
11,36494
12,36497
13,36511
14,36512
15,36529
16,36534
17,36539
18,36583
19,36601
20,36614
21,36615
22,36618
23,36620
24,36628
25,36629
26,36633
27,36645
28,36681
29,36686
30,36715
31,36725
32,36734
33,36752
34,36764
35,36798
36,36800
37,36803
38,36807
39,36808
40,36814
41,36852
42,36881
43,36905
44,36919
45,36920
46,36922
47,36933
48,36941
49,36952
50,36966
51,36969
52,36972
53,36981
54,37007
55,37016
56,37024
57,37039
58,37041
59,37043
60,37059
61,37064
62,37078
63,37082
64,37096
65,37115
66,37119
67,37130
68,37161
69,37173
70,37189
71,37194
72,37195
73,37196
74,37197
75,37199
76,37223
77,37258
78,37277
79,37279
80,37281
81,37283
82,37284
83,37305
84,37308
85,37316
86,37320
87,37322
88,37360
89,37364
90,37374
91,37384
92,37385
93,37390
94,37395
95,37398
96,37458
97,37485
98,37487
99,37488
100,37511
101,37521
102,37528
103,37543
104,37549
105,37562
106,37563
107,37600
108,37609
109,37614
110,37633
111,37664
112,37668
113,37672
114,37723
115,37742
116,37749
117,37765
118,37768
119,37770
120,37792
121,37834
122,37859
123,38038
