,BID
0,21925
1,21928
2,21948
3,21952
4,22080
5,22093
6,22119
7,22153
8,22171
9,22185
10,22288
11,22383
12,22414
13,22583
14,22590
15,22635
16,22731
17,22751
18,22761
19,22831
20,22970
21,23003
22,23032
23,23062
24,23117
25,23160
26,23191
27,23217
28,23235
29,23294
30,23319
31,23345
32,23349
33,23387
34,23453
35,23466
36,23471
37,23541
38,23565
39,23581
40,23672
41,23768
42,23780
43,24022
44,24091
45,24112
46,24140
47,24144
48,24152
49,24190
50,24208
51,24333
52,24451
53,24471
54,24566
55,24590
56,24592
57,24687
58,24703
59,24712
60,24735
61,24761
62,24768
63,24840
64,24864
65,24930
66,24952
67,24968
68,24976
69,24979
70,24984
71,25038
72,25046
73,25078
74,25088
75,25093
76,25131
77,25135
78,25173
79,25258
80,25262
81,25298
82,25299
83,25315
84,25384
85,25388
86,25400
87,25425
88,25459
89,25536
90,25580
91,25589
92,25621
93,25693
94,25757
95,25877
96,25908
97,25915
