,CID
0,7593
1,8070
2,8072
3,8074
4,8075
5,8076
6,8077
7,8078
8,8081
9,8082
10,8083
11,8084
12,8085
13,8459
14,8460
15,8461
16,8462
17,8463
18,9895
19,9987
20,9988
21,9989
22,11277
23,12182
24,16672
25,16874
26,16881
27,16882
28,16883
29,16884
30,18286
31,19835
32,23477
33,23478
34,23480
35,23481
36,23482
37,23483
38,23587
39,23588
40,23589
41,24943
42,25158
43,26077
44,30614
45,30615
46,30617
47,38200
48,38334
49,38336
50,45060
51,45061
52,45074
53,45075
54,45077
55,45080
56,45084
57,45086
58,45087
59,45088
60,45503
61,45506
62,45508
63,45512
64,45513
65,45514
66,45515
67,45687
68,45689
69,45690
70,45691
71,45692
72,45693
73,45694
74,45695
75,47148
76,47149
77,48864
78,52698
79,52701
80,52702
81,52864
82,52866
83,52868
84,52966
85,52967
86,52976
87,52977
88,52978
89,59201
90,59203
91,59204
92,59205
93,59206
94,59433
95,59437
96,61996
97,61998
